id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M002591,"Tunaweza kugoma? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002592,"Tunaweza kugoma? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002593,"Tunaweza kugoma? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002594,"Tunaweza kugoma? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002595,"Tunaweza kugoma? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002596,"Tunaweza kugoma? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002597,"Tunaweza kugoma? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002598,"Tunaweza kugoma? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002599,"Tunaweza kugoma? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002600,"Tunaweza kugoma? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002601,"Utaratibu wa mgomo? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002602,"Utaratibu wa mgomo? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002603,"Utaratibu wa mgomo? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002604,"Utaratibu wa mgomo? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002605,"Utaratibu wa mgomo? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002606,"Utaratibu wa mgomo? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002607,"Utaratibu wa mgomo? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002608,"Utaratibu wa mgomo? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002609,"Utaratibu wa mgomo? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002610,"Utaratibu wa mgomo? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002611,"Notisi ya mgomo? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002612,"Notisi ya mgomo? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002613,"Notisi ya mgomo? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002614,"Notisi ya mgomo? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002615,"Notisi ya mgomo? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002616,"Notisi ya mgomo? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002617,"Notisi ya mgomo? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002618,"Notisi ya mgomo? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002619,"Notisi ya mgomo? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002620,"Notisi ya mgomo? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002621,"Help me with employment law. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,general_help,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002622,"Help me with employment law. (I work as dispensary in health, based in Dar es Salaam.)",en,general_help,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002623,"Help me with employment law. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,general_help,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002624,"Help me with employment law. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,general_help,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002625,"Help me with employment law. (I work as domestic security in security, based in Dar es Salaam.)",en,general_help,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002626,"Help me with employment law. (I work as inland transport in transport, based in Dar es Salaam.)",en,general_help,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002627,"Help me with employment law. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,general_help,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002628,"Help me with employment law. (I work as secondary school in education, based in Dar es Salaam.)",en,general_help,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002629,"Help me with employment law. (I work as microfinance in finance, based in Dar es Salaam.)",en,general_help,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002630,"Help me with employment law. (I work as other sector in other, based in Dar es Salaam.)",en,general_help,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002631,"I need legal advice on work. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,general_help,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002632,"I need legal advice on work. (I work as dispensary in health, based in Dar es Salaam.)",en,general_help,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
