id,sentence,lang,extracted_name,extracted_occupation,extracted_sector,extracted_sub_sector,extracted_region,extracted_years,extracted_role,bot_response
I07727,"Jina langu ni Amina, mimi ni mtunza maktaba elimu.",sw,Amina,librarian,education,pre/primary school,Mwanza,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07728,"Jina langu ni Amina, mimi ni mtunza maktaba elimu.",sw,Amina,librarian,education,pre/primary school,Mwanza,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07729,"Habari, mimi ni Amina. Nafanya kazi ya mtunza maktaba.",sw,Amina,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07730,"Habari, mimi ni Amina. Nafanya kazi ya mtunza maktaba.",sw,Amina,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07731,"Habari, mimi ni Amina. Nafanya kazi ya mtunza maktaba.",sw,Amina,librarian,education,pre/primary school,Arusha,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07732,"Habari, mimi ni Amina. Nafanya kazi ya mtunza maktaba.",sw,Amina,librarian,education,pre/primary school,Arusha,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07733,"Habari, mimi ni Amina. Nafanya kazi ya mtunza maktaba.",sw,Amina,librarian,education,pre/primary school,Mwanza,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07734,"Habari, mimi ni Amina. Nafanya kazi ya mtunza maktaba.",sw,Amina,librarian,education,pre/primary school,Mwanza,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07735,"Mimi ni Amina, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Amina,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07736,"Mimi ni Amina, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Amina,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07737,"Mimi ni Amina, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Amina,librarian,education,pre/primary school,Arusha,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07738,"Mimi ni Amina, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Amina,librarian,education,pre/primary school,Arusha,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07739,"Mimi ni Amina, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Amina,librarian,education,pre/primary school,Mwanza,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07740,"Mimi ni Amina, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Amina,librarian,education,pre/primary school,Mwanza,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07741,"My name is John, I'm a pharmacist in health.",en,John,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello John. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07742,"My name is John, I'm a pharmacist in health.",en,John,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello John. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07743,"My name is John, I'm a pharmacist in health.",en,John,pharmacist,health,pharmacy,Arusha,1,employee,Hello John. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07744,"My name is John, I'm a pharmacist in health.",en,John,pharmacist,health,pharmacy,Arusha,5,employee,Hello John. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07745,"My name is John, I'm a pharmacist in health.",en,John,pharmacist,health,pharmacy,Mwanza,1,employee,Hello John. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07746,"My name is John, I'm a pharmacist in health.",en,John,pharmacist,health,pharmacy,Mwanza,5,employee,Hello John. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07747,"Hi, I'm John. I work as a pharmacist.",en,John,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello John. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07748,"Hi, I'm John. I work as a pharmacist.",en,John,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello John. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07749,"Hi, I'm John. I work as a pharmacist.",en,John,pharmacist,health,pharmacy,Arusha,1,employee,Hello John. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07750,"Hi, I'm John. I work as a pharmacist.",en,John,pharmacist,health,pharmacy,Arusha,5,employee,Hello John. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07751,"Hi, I'm John. I work as a pharmacist.",en,John,pharmacist,health,pharmacy,Mwanza,1,employee,Hello John. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07752,"Hi, I'm John. I work as a pharmacist.",en,John,pharmacist,health,pharmacy,Mwanza,5,employee,Hello John. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07753,"I am John, occupation pharmacist, sector health.",en,John,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello John. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07754,"I am John, occupation pharmacist, sector health.",en,John,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello John. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07755,"I am John, occupation pharmacist, sector health.",en,John,pharmacist,health,pharmacy,Arusha,1,employee,Hello John. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07756,"I am John, occupation pharmacist, sector health.",en,John,pharmacist,health,pharmacy,Arusha,5,employee,Hello John. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07757,"I am John, occupation pharmacist, sector health.",en,John,pharmacist,health,pharmacy,Mwanza,1,employee,Hello John. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07758,"I am John, occupation pharmacist, sector health.",en,John,pharmacist,health,pharmacy,Mwanza,5,employee,Hello John. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07759,"My name is Mary, I'm a pharmacist in health.",en,Mary,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07760,"My name is Mary, I'm a pharmacist in health.",en,Mary,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07761,"My name is Mary, I'm a pharmacist in health.",en,Mary,pharmacist,health,pharmacy,Arusha,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07762,"My name is Mary, I'm a pharmacist in health.",en,Mary,pharmacist,health,pharmacy,Arusha,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07763,"My name is Mary, I'm a pharmacist in health.",en,Mary,pharmacist,health,pharmacy,Mwanza,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07764,"My name is Mary, I'm a pharmacist in health.",en,Mary,pharmacist,health,pharmacy,Mwanza,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07765,"Hi, I'm Mary. I work as a pharmacist.",en,Mary,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07766,"Hi, I'm Mary. I work as a pharmacist.",en,Mary,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07767,"Hi, I'm Mary. I work as a pharmacist.",en,Mary,pharmacist,health,pharmacy,Arusha,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07768,"Hi, I'm Mary. I work as a pharmacist.",en,Mary,pharmacist,health,pharmacy,Arusha,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07769,"Hi, I'm Mary. I work as a pharmacist.",en,Mary,pharmacist,health,pharmacy,Mwanza,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07770,"Hi, I'm Mary. I work as a pharmacist.",en,Mary,pharmacist,health,pharmacy,Mwanza,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07771,"I am Mary, occupation pharmacist, sector health.",en,Mary,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07772,"I am Mary, occupation pharmacist, sector health.",en,Mary,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07773,"I am Mary, occupation pharmacist, sector health.",en,Mary,pharmacist,health,pharmacy,Arusha,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07774,"I am Mary, occupation pharmacist, sector health.",en,Mary,pharmacist,health,pharmacy,Arusha,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07775,"I am Mary, occupation pharmacist, sector health.",en,Mary,pharmacist,health,pharmacy,Mwanza,1,employee,Hello Mary. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07776,"I am Mary, occupation pharmacist, sector health.",en,Mary,pharmacist,health,pharmacy,Mwanza,5,employee,Hello Mary. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07777,"My name is James, I'm a pharmacist in health.",en,James,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello James. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07778,"My name is James, I'm a pharmacist in health.",en,James,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello James. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07779,"My name is James, I'm a pharmacist in health.",en,James,pharmacist,health,pharmacy,Arusha,1,employee,Hello James. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07780,"My name is James, I'm a pharmacist in health.",en,James,pharmacist,health,pharmacy,Arusha,5,employee,Hello James. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07781,"My name is James, I'm a pharmacist in health.",en,James,pharmacist,health,pharmacy,Mwanza,1,employee,Hello James. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07782,"My name is James, I'm a pharmacist in health.",en,James,pharmacist,health,pharmacy,Mwanza,5,employee,Hello James. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07783,"Hi, I'm James. I work as a pharmacist.",en,James,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello James. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07784,"Hi, I'm James. I work as a pharmacist.",en,James,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello James. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07785,"Hi, I'm James. I work as a pharmacist.",en,James,pharmacist,health,pharmacy,Arusha,1,employee,Hello James. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07786,"Hi, I'm James. I work as a pharmacist.",en,James,pharmacist,health,pharmacy,Arusha,5,employee,Hello James. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07787,"Hi, I'm James. I work as a pharmacist.",en,James,pharmacist,health,pharmacy,Mwanza,1,employee,Hello James. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07788,"Hi, I'm James. I work as a pharmacist.",en,James,pharmacist,health,pharmacy,Mwanza,5,employee,Hello James. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
I07789,"I am James, occupation pharmacist, sector health.",en,James,pharmacist,health,pharmacy,Dar es Salaam,1,employee,Hello James. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07790,"I am James, occupation pharmacist, sector health.",en,James,pharmacist,health,pharmacy,Dar es Salaam,5,employee,Hello James. I see you're a pharmacist in the health sector based in Dar es Salaam. What employment question can I help with?
I07791,"I am James, occupation pharmacist, sector health.",en,James,pharmacist,health,pharmacy,Arusha,1,employee,Hello James. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07792,"I am James, occupation pharmacist, sector health.",en,James,pharmacist,health,pharmacy,Arusha,5,employee,Hello James. I see you're a pharmacist in the health sector based in Arusha. What employment question can I help with?
I07793,"I am James, occupation pharmacist, sector health.",en,James,pharmacist,health,pharmacy,Mwanza,1,employee,Hello James. I see you're a pharmacist in the health sector based in Mwanza. What employment question can I help with?
